"Año";"Mes";"Productos";"Clave  Estado";"Estado";"Importe de los creditos";"Numero de Creditos";"Numero de Beneficiados"
2017;8;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";2259500.00;4;4
2017;6;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";600000.00;2;2
2017;6;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";401100.00;2;2
2017;6;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";270000.00;2;2
2017;6;"1.- TU CREDITO PARA CRECER";1030000;"VERACRUZ";250000.00;1;1
2017;6;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";218000.00;1;1
2017;6;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";175000.00;1;1
2017;6;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";3677000.00;6;6
2017;6;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";2500000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";500000.00;1;1
2017;6;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";3159000.00;2;2
2017;9;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";200000.00;2;2
2017;6;"2.- TU CREDITO PYME JOVEN";1013000;"HIDALGO";2500000.00;1;1
2017;6;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";5830000.00;10;10
2017;10;"3.- INCUBACION EN LINEA";1027000;"TABASCO";300000.00;2;2
2017;6;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";5814000.00;8;8
2017;6;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";8918000.00;7;7
2017;6;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";2181000.00;2;2
2017;6;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";1703000.00;3;3
2017;6;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";570000.00;2;2
2017;6;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";2939000.00;3;3
2017;6;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";300000.00;2;2
2017;11;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";750000.00;5;5
2017;6;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";3180000.00;23;23
2017;6;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";150000.00;1;1
2017;6;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";1750000.00;12;12
2017;6;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";2370000.00;16;16
2017;6;"3.- INCUBACION EN LINEA";1010000;"DURANGO";1050000.00;7;7
2017;6;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";300000.00;2;2
2017;6;"3.- INCUBACION EN LINEA";1015000;"MEXICO";3300000.00;24;24
2017;6;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";3230000.00;27;27
2017;6;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";2200000.00;15;15
2017;6;"3.- INCUBACION EN LINEA";1020000;"OAXACA";3865705.00;26;26
2017;6;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";5260000.00;36;36
2017;6;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";300000.00;2;2
2017;6;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";1450000.00;12;12
2017;6;"3.- INCUBACION EN LINEA";1025000;"SINALOA";3060000.00;23;23
2017;6;"3.- INCUBACION EN LINEA";1026000;"SONORA";570000.00;4;4
2017;6;"3.- INCUBACION EN LINEA";1027000;"TABASCO";610000.00;5;5
2017;6;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";1620000.00;12;12
2017;6;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";880000.00;6;6
2017;6;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";650000.00;5;5
2017;6;"4.- INCUBACION PRESENCIAL";1008000;"CHIHUAHUA";245000.00;1;1
2017;6;"4.- INCUBACION PRESENCIAL";1015000;"MEXICO";205822.00;1;1
2017;6;"4.- INCUBACION PRESENCIAL";1030000;"VERACRUZ";274077.00;1;1
2017;7;"1.- TU CREDITO PARA CRECER";1007000;"CHIAPAS";98000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";867000.00;1;1
2017;7;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";80000.00;1;1
2017;7;"1.- TU CREDITO PARA CRECER";1022000;"QUERETARO";240000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";3610000.00;6;6
2017;7;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";3550000.00;2;2
2017;7;"2.- TU CREDITO PYME JOVEN";1004000;"CAMPECHE";300000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";3700000.00;2;2
2017;7;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";1045000.00;1;1
2017;8;"3.- INCUBACION EN LINEA";1015000;"MEXICO";2440000.00;18;18
2017;7;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";11810857.14;13;12
2017;7;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";2000000.00;2;2
2017;7;"2.- TU CREDITO PYME JOVEN";1013000;"HIDALGO";2900000.00;2;2
2017;7;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";18022000.00;15;15
2017;7;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";3350000.00;3;3
2017;7;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";6156000.00;10;10
2017;7;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";1043000.00;2;2
2017;8;"1.- TU CREDITO PARA CRECER";1021000;"PUEBLA";300000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";18788857.14;15;14
2017;9;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";600000.00;4;4
2017;7;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";12640238.09;10;10
2017;7;"2.- TU CREDITO PYME JOVEN";1029000;"TLAXCALA";848000.00;1;1
2017;7;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";8118427.87;9;8
2017;7;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";9855412.77;10;10
2017;7;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";145000.00;1;1
2017;9;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";3367000.00;3;3
2017;7;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";550000.00;4;4
2017;11;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";150000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";1830000.00;13;13
2017;7;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";520000.00;4;4
2017;7;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";1800000.00;12;12
2017;7;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";2266111.11;16;16
2017;7;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1930000.00;14;14
2017;7;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";870000.00;9;9
2017;7;"3.- INCUBACION EN LINEA";1017000;"MORELOS";580000.00;4;4
2017;7;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";2913333.32;20;20
2017;7;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";300000.00;2;2
2017;7;"3.- INCUBACION EN LINEA";1020000;"OAXACA";1568172.22;11;11
2017;7;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";300000.00;2;2
2017;7;"3.- INCUBACION EN LINEA";1025000;"SINALOA";3457499.99;24;24
2017;7;"3.- INCUBACION EN LINEA";1026000;"SONORA";675607.00;5;5
2017;7;"3.- INCUBACION EN LINEA";1027000;"TABASCO";150000.00;1;1
2017;7;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";1580000.00;11;11
2017;7;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";300000.00;2;2
2017;12;"3.- INCUBACION EN LINEA";1011000;"GUANAJUATO";150000.00;1;1
2017;7;"4.- INCUBACION PRESENCIAL";1018000;"NAYARIT";267215.00;1;1
2017;8;"1.- TU CREDITO PARA CRECER";1012000;"GUERRERO";86000.00;1;1
2017;8;"1.- TU CREDITO PARA CRECER";1013000;"HIDALGO";121527.78;1;1
2017;8;"1.- TU CREDITO PARA CRECER";1015000;"MEXICO";480000.00;2;2
2017;8;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";300000.00;1;1
2017;8;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";200000.00;1;1
2017;8;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";483000.00;4;4
2017;8;"1.- TU CREDITO PARA CRECER";1028000;"TAMAULIPAS";427000.00;2;2
2017;8;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";3550000.00;5;5
2017;8;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";8572000.00;10;10
2017;8;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";850000.00;1;1
2017;8;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";4994000.00;6;6
2017;8;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";377000.00;2;2
2017;8;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";12607000.00;12;12
2017;8;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";6153000.00;7;7
2017;8;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";1800000.00;2;2
2017;8;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";4230177.78;5;5
2017;10;"3.- INCUBACION EN LINEA";1025000;"SINALOA";3650000.00;25;25
2017;8;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";8860000.00;8;7
2017;8;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";312000.00;1;1
2017;8;"2.- TU CREDITO PYME JOVEN";1029000;"TLAXCALA";1923000.00;2;2
2017;8;"2.- TU CREDITO PYME JOVEN";1032000;"ZACATECAS";3700000.00;2;2
2017;8;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";1050000.00;7;7
2017;8;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";250000.00;2;2
2017;8;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";450000.00;3;3
2017;8;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";300000.00;2;2
2017;11;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";11016000.00;12;12
2017;8;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";300000.00;2;2
2017;8;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";1650000.00;11;11
2017;8;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";1430000.00;11;11
2017;12;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";1500000.00;10;10
2017;8;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";1530000.00;11;11
2017;8;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";1250000.00;9;9
2017;8;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";3300000.00;22;22
2017;8;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";400000.00;3;3
2017;8;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";300000.00;2;2
2017;10;"4.- INCUBACION PRESENCIAL";1027000;"TABASCO";999520.00;3;3
2017;8;"3.- INCUBACION EN LINEA";1027000;"TABASCO";250000.00;2;2
2017;8;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";300000.00;3;3
2017;8;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";450000.00;3;3
2017;10;"1.- TU CREDITO PARA CRECER";1004000;"CAMPECHE";300000.00;1;1
2017;8;"4.- INCUBACION PRESENCIAL";1022000;"QUERETARO";336000.00;1;1
2017;8;"4.- INCUBACION PRESENCIAL";1027000;"TABASCO";500000.00;1;1
2017;9;"1.- TU CREDITO PARA CRECER";1005000;"COAHUILA";450000.00;2;2
2017;9;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";217000.00;1;1
2017;10;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2017;9;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";125000.00;1;1
2017;9;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";440000.00;2;2
2017;11;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";3965000.00;5;5
2017;11;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";14513000.00;17;17
2017;9;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";9014800.00;7;7
2017;9;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";3968000.00;3;3
2017;9;"2.- TU CREDITO PYME JOVEN";1004000;"CAMPECHE";1700000.00;1;1
2017;9;"2.- TU CREDITO PYME JOVEN";1005000;"COAHUILA";130000.00;1;1
2017;9;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";10236000.00;7;7
2017;9;"2.- TU CREDITO PYME JOVEN";1013000;"HIDALGO";3170700.00;2;2
2017;9;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";6170100.00;7;7
2017;9;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";7647700.00;7;7
2017;9;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";7859100.00;7;7
2017;9;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";1300000.00;2;2
2017;9;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";640000.00;2;2
2017;9;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";3260000.00;3;3
2017;9;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";1050000.00;2;2
2017;9;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";800000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1012000;"GUERRERO";1620000.00;2;2
2017;9;"2.- TU CREDITO PYME JOVEN";1028000;"TAMAULIPAS";550686.00;1;1
2017;9;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";4552900.00;7;7
2017;9;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";2025000.00;2;2
2017;9;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";250000.00;2;2
2017;9;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";100000.00;1;1
2017;9;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";150000.00;1;1
2017;9;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";600000.00;4;4
2017;9;"3.- INCUBACION EN LINEA";1010000;"DURANGO";150000.00;2;2
2017;9;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";1500000.00;10;10
2017;9;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";900000.00;6;6
2017;10;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";900000.00;6;6
2017;9;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1120000.00;8;8
2017;9;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";440000.00;3;3
2017;9;"3.- INCUBACION EN LINEA";1024000;"SAN LUIS POTOSI";150000.00;1;1
2017;9;"3.- INCUBACION EN LINEA";1025000;"SINALOA";1800000.00;12;12
2017;12;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";300000.00;2;2
2017;10;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";300000.00;1;1
2017;10;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";750000.00;5;5
2017;10;"1.- TU CREDITO PARA CRECER";1010000;"DURANGO";421000.00;2;2
2017;10;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";260000.00;1;1
2017;10;"1.- TU CREDITO PARA CRECER";1012000;"GUERRERO";160000.00;1;1
2017;10;"1.- TU CREDITO PARA CRECER";1014000;"JALISCO";423000.00;2;2
2017;10;"1.- TU CREDITO PARA CRECER";1016000;"MICHOACAN";240000.00;1;1
2017;10;"1.- TU CREDITO PARA CRECER";1017000;"MORELOS";245000.00;1;1
2017;12;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";3255000.00;4;4
2017;10;"1.- TU CREDITO PARA CRECER";1021000;"PUEBLA";338000.00;2;2
2017;10;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";466000.00;3;3
2017;10;"1.- TU CREDITO PARA CRECER";1028000;"TAMAULIPAS";300000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";1337000.00;2;2
2017;10;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";1500000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";3792735.20;3;3
2017;10;"2.- TU CREDITO PYME JOVEN";1009000;"CIUDAD DE MEXICO";5268000.00;6;6
2017;10;"2.- TU CREDITO PYME JOVEN";1011000;"GUANAJUATO";224000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";4045000.00;5;5
2017;11;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";6156000.00;8;8
2017;10;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";2418400.00;5;5
2017;12;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";300000.00;2;2
2017;10;"2.- TU CREDITO PYME JOVEN";1018000;"NAYARIT";500000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1019000;"NUEVO LEON";3040000.00;2;2
2017;10;"2.- TU CREDITO PYME JOVEN";1020000;"OAXACA";420000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";1000000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1023000;"QUINTANA ROO";373000.00;1;1
2017;10;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";401000.00;2;2
2017;10;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";7165000.00;6;6
2017;10;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";2250000.00;15;15
2017;10;"3.- INCUBACION EN LINEA";1006000;"COLIMA";600000.00;4;4
2017;10;"3.- INCUBACION EN LINEA";1009000;"CIUDAD DE MEXICO";900000.00;6;6
2017;10;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";1750000.00;12;12
2017;10;"3.- INCUBACION EN LINEA";1013000;"HIDALGO";4068000.00;28;28
2017;10;"3.- INCUBACION EN LINEA";1014000;"JALISCO";1150000.00;8;8
2017;10;"3.- INCUBACION EN LINEA";1017000;"MORELOS";991778.39;7;7
2017;10;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";1710000.00;13;13
2017;10;"3.- INCUBACION EN LINEA";1019000;"NUEVO LEON";150000.00;1;1
2017;10;"3.- INCUBACION EN LINEA";1020000;"OAXACA";2400000.00;16;16
2017;10;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";420000.00;3;3
2017;10;"3.- INCUBACION EN LINEA";1026000;"SONORA";450000.00;3;3
2017;10;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";1200000.00;8;8
2017;10;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";950000.00;7;7
2017;10;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";450000.00;3;3
2017;11;"3.- INCUBACION EN LINEA";1006000;"COLIMA";150000.00;1;1
2017;11;"1.- TU CREDITO PARA CRECER";1001000;"AGUASCALIENTES";150000.00;1;1
2017;11;"1.- TU CREDITO PARA CRECER";1011000;"GUANAJUATO";250000.00;1;1
2017;11;"1.- TU CREDITO PARA CRECER";1024000;"SAN LUIS POTOSI";300000.00;1;1
2017;11;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";173000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1003000;"BAJA CALIFORNIA SUR";1850000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1010000;"DURANGO";600000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1013000;"HIDALGO";3400000.00;3;3
2017;11;"2.- TU CREDITO PYME JOVEN";1015000;"MEXICO";5686800.00;7;7
2017;11;"2.- TU CREDITO PYME JOVEN";1017000;"MORELOS";1000000.00;2;2
2017;12;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";570000.00;4;4
2017;11;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";20076428.57;14;14
2017;11;"2.- TU CREDITO PYME JOVEN";1023000;"QUINTANA ROO";2750000.00;3;3
2017;11;"2.- TU CREDITO PYME JOVEN";1024000;"SAN LUIS POTOSI";9183900.00;7;7
2017;11;"2.- TU CREDITO PYME JOVEN";1029000;"TLAXCALA";537000.00;1;1
2017;11;"2.- TU CREDITO PYME JOVEN";1030000;"VERACRUZ";3588500.00;4;4
2017;11;"3.- INCUBACION EN LINEA";1001000;"AGUASCALIENTES";200000.00;2;2
2017;11;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";200000.00;2;2
2017;11;"3.- INCUBACION EN LINEA";1003000;"BAJA CALIFORNIA SUR";300000.00;2;2
2017;11;"3.- INCUBACION EN LINEA";1004000;"CAMPECHE";1800000.00;12;12
2017;11;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";1730000.00;12;12
2017;11;"3.- INCUBACION EN LINEA";1007000;"CHIAPAS";550000.00;5;5
2017;11;"3.- INCUBACION EN LINEA";1008000;"CHIHUAHUA";150000.00;1;1
2017;11;"3.- INCUBACION EN LINEA";1010000;"DURANGO";1080000.00;8;8
2017;11;"3.- INCUBACION EN LINEA";1012000;"GUERRERO";300000.00;2;2
2017;11;"3.- INCUBACION EN LINEA";1014000;"JALISCO";150000.00;1;1
2017;11;"3.- INCUBACION EN LINEA";1015000;"MEXICO";1400000.00;10;10
2017;11;"3.- INCUBACION EN LINEA";1017000;"MORELOS";600000.00;4;4
2017;11;"3.- INCUBACION EN LINEA";1018000;"NAYARIT";900000.00;6;6
2017;11;"3.- INCUBACION EN LINEA";1020000;"OAXACA";900000.00;6;6
2017;11;"3.- INCUBACION EN LINEA";1022000;"QUERETARO";300000.00;2;2
2017;12;"2.- TU CREDITO PYME JOVEN";1001000;"AGUASCALIENTES";150000.00;1;1
2017;11;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";150000.00;1;1
2017;11;"3.- INCUBACION EN LINEA";1025000;"SINALOA";3530000.00;25;25
2017;11;"3.- INCUBACION EN LINEA";1028000;"TAMAULIPAS";720000.00;5;5
2017;11;"3.- INCUBACION EN LINEA";1031000;"YUCATAN";450000.00;3;3
2017;11;"4.- INCUBACION PRESENCIAL";1011000;"GUANAJUATO";492000.00;1;1
2017;12;"1.- TU CREDITO PARA CRECER";1009000;"CIUDAD DE MEXICO";274500.00;1;1
2017;12;"1.- TU CREDITO PARA CRECER";1019000;"NUEVO LEON";150000.00;1;1
2017;12;"1.- TU CREDITO PARA CRECER";1025000;"SINALOA";300000.00;1;1
2017;12;"1.- TU CREDITO PARA CRECER";1026000;"SONORA";400000.00;2;2
2017;12;"1.- TU CREDITO PARA CRECER";1028000;"TAMAULIPAS";216000.00;1;1
2017;12;"2.- TU CREDITO PYME JOVEN";1002000;"BAJA CALIFORNIA NORTE";925000.00;2;2
2017;12;"2.- TU CREDITO PYME JOVEN";1006000;"COLIMA";2670000.00;2;2
2017;12;"2.- TU CREDITO PYME JOVEN";1008000;"CHIHUAHUA";1537000.00;3;3
2017;12;"2.- TU CREDITO PYME JOVEN";1014000;"JALISCO";8470000.00;10;10
2017;12;"2.- TU CREDITO PYME JOVEN";1016000;"MICHOACAN";928000.00;1;1
2017;12;"2.- TU CREDITO PYME JOVEN";1021000;"PUEBLA";8109600.00;6;6
2017;12;"2.- TU CREDITO PYME JOVEN";1023000;"QUINTANA ROO";500000.00;1;1
2017;12;"2.- TU CREDITO PYME JOVEN";1025000;"SINALOA";2000000.00;1;1
2017;12;"2.- TU CREDITO PYME JOVEN";1026000;"SONORA";3542400.00;4;4
2017;12;"2.- TU CREDITO PYME JOVEN";1027000;"TABASCO";3490000.00;2;2
2017;12;"2.- TU CREDITO PYME JOVEN";1031000;"YUCATAN";1918817.00;3;3
2017;12;"3.- INCUBACION EN LINEA";1002000;"BAJA CALIFORNIA NORTE";750000.00;5;5
2017;12;"3.- INCUBACION EN LINEA";1005000;"COAHUILA";800000.00;6;6
2017;12;"3.- INCUBACION EN LINEA";1014000;"JALISCO";300000.00;2;2
2017;12;"3.- INCUBACION EN LINEA";1016000;"MICHOACAN";450000.00;3;3
2017;12;"3.- INCUBACION EN LINEA";1020000;"OAXACA";900000.00;6;6
2017;12;"3.- INCUBACION EN LINEA";1021000;"PUEBLA";3300000.00;22;22
2017;12;"3.- INCUBACION EN LINEA";1023000;"QUINTANA ROO";300000.00;2;2
2017;12;"3.- INCUBACION EN LINEA";1025000;"SINALOA";2510000.00;18;18
2017;12;"3.- INCUBACION EN LINEA";1026000;"SONORA";150000.00;1;1
2017;12;"3.- INCUBACION EN LINEA";1027000;"TABASCO";300000.00;2;2
2017;12;"3.- INCUBACION EN LINEA";1029000;"TLAXCALA";500000.00;4;4
2017;12;"3.- INCUBACION EN LINEA";1030000;"VERACRUZ";120000.00;1;1
2017;12;"4.- INCUBACION PRESENCIAL";1006000;"COLIMA";154560.00;1;1
2017;12;"4.- INCUBACION PRESENCIAL";1032000;"ZACATECAS";324000.00;1;1
